哀	āi
摩托	mótuō
摩托車	mótuōchē
魔	mó
魔法	mófǎ
魔幻	móhuàn
魔力	mólì
魔術	móshù
魔術師	móshùshī
抹黑	mŏhēi
抹煞	mŏshā
末代	mòdài
末端	mòduān
末日	mòrì
沫	mò
陌路	mòlù
陌生人	mòshēngrén
*莫大	mòdà
莫非	mòfēi
莫名	mòmíng
莫名其妙	mòmíngqímiào
漠不關心	mòbùguānxīn
漠然	mòrán
漠視	mòshì
墨跡	mòjì
墨鏡	mòjìng
*墨魚	mòyú
默	mò
默哀	mò'āi
默不作聲	mòbùzuòshēng
默契	mòqì
默然	mòrán
默書	mòshū
默寫	mòxiĕ
默許	mòxŭ
驀地	mòdì
驀然	mòrán
*牟利	móulì
謀利	móulì
謀略	móulüè
謀取	móuqŭ
*謀殺	móushā
謀生	móushēng
模具	mújù
母女	mŭnǚ
母親節	Mŭ·qīnjié
母校	mŭxiào
*母語	mŭyŭ
姆指	mŭzhǐ
牡丹	mŭ·dān
木板	mùbǎn
木雕	mùdiāo
木耳	mù'ĕr
木筏	mùfá
木工	mùgōng
*木瓜	mùguā
木偶	mù'ŏu
沐浴	mùyù
目不暇接	mùbùxiájiē
目不轉睛	mùbùzhuǎnjīng
目瞪口呆	mùdèngkŏudāi
*目的地	mùdìdì
目擊	mùjī
*目錄	mùlù
目送	mùsòng
目眩	mùxuàn
牧	mù
牧師	mù·shi
牧童	mùtóng
募	mù
募集	mùjí
募捐	mùjuān
墓碑	mùbēi
墓地	mùdì
墓室	mùshì
墓穴	mùxué
墓葬	mùzàng
幕僚	mùliáo
幕門	mùmén
幕牆	mùqiáng
慕名	mùmíng
暮	mù
暮色	mùsè
穆	mù
拿號兒	náhàor
納粹	Nàcuì
納悶兒	nàmènr
*奶茶	nǎichá
奶油	nǎiyóu
奈何	nàihé
耐久	nàijiŭ
耐熱	nàirè
耐性	nàixìng
男孩兒	nánháir
男生	nánshēng
*男士	nánshì
男子漢	nánzǐhàn
南方人	nánfāngrén
南風	nánfēng
*南瓜	nán·guā
南柯一夢	Nánkēyīmèng
南轅北轍	nányuánbĕizhé
喃喃自語	nánnánzìyŭ
難點	nándiǎn
*難度	nándù
*難忘	nánwàng
難為	nán·wei
難為情	nánwéiqíng
難以置信	nányǐzhìxìn
囊括	nángkuò
惱	nǎo
惱怒	nǎonù
惱羞成怒	nǎoxiūchéngnù
腦幹	nǎogàn
腦海	nǎohǎi
腦筋	nǎojīn
腦膜	nǎomó
鬧哄哄	nàohōnghōng
鬧劇	nàojù
鬧市	nàoshì
鬧鐘	nàozhōng
內分泌	nèifēnmì
*內河	nèihé
內疚	nèijiù
內斂	nèiliǎn
*內陸	nèilù
內務	nèiwù
內線	nèixiàn
內向	nèixiàng
內銷	nèixiāo
內需	nèixū
內衣	nèiyī
能動	néngdòng
能幹	nénggàn
能歌善舞	nénggēshànwŭ
能見度	néngjiàndù
能耐	néng·nai
能說會道	néngshuōhuìdào
尼	ní
尼姑	nígū
尼古丁	nígŭdīng
泥地	nídì
泥濘	nínìng
呢喃	nínán
倪	ní
霓虹	níhóng
霓虹燈	níhóngdēng
你好	nǐhǎo
*擬訂	nǐdìng
*擬定	nǐdìng
擬稿	nǐgǎo
擬議	nǐyì
逆差	nìchā
逆境	nìjìng
*逆轉	nìzhuǎn
匿名	nìmíng
溺	nì
膩	nì
年表	niánbiǎo
年產量	niánchǎnliàng
年飯	niánfàn
*年份	niánfèn
*年糕	niángāo
*年華	niánhuá
年畫	niánhuà
年貨	niánhuò
年假	niánjià
年檢	niánjiǎn
年老	niánlǎo
年曆	niánlì
年輪	niánlún
年邁	niánmài
年輕化	niánqīnghuà
年時	niánshí
年頭兒	niántóur
年尾	niánwĕi
年息	niánxī
年薪	niánxīn
年夜	niányè
年夜飯	niányèfàn
年幼	niányòu
年終	niánzhōng
年資	niánzī
黏	nián
黏膜	niánmó
黏液	niányè
釀	niàng
釀酒	niàngjiŭ
釀造	niàngzào
釀製	niàngzhì
鳥瞰	niǎokàn
鳥語花香	niǎoyŭhuāxiāng
尿液	niàoyè
聶	niè
孽	niè
您好	nínhǎo
凝集	níngjí
凝聚力	níngjùlì
凝神	níngshén
凝望	níngwàng
凝重	níngzhòng
*檸檬	níngméng
檸檬茶	níngméngchá
牛奶	niúnǎi
牛排	niúpái
牛皮大王	niúpídàwáng
*牛肉	niúròu
牛市	niúshì
*牛油	niúyóu
牛仔褲	niúzǎikù
扭動	niŭdòng
扭曲	niŭqū
紐扣	niŭkòu
拗	niù
農地	nóngdì
農夫	nóngfū
*農曆	nónglì
*農莊	nóngzhuāng
*濃烈	nóngliè
濃密	nóngmì
濃縮	nóngsuō
*濃郁	nóngyù
濃重	nóngzhòng
弄虛作假	nòngxūzuòjiǎ
奴	nú
奴婢	núbì
*女孩兒	nǚháir
*女皇	nǚhuáng
女郎	nǚláng
女神	nǚshén
*女生	nǚshēng
女士	nǚshì
暖和	nuǎn·huo
暖流	nuǎnliú
暖意	nuǎnyì
虐待	nüèdài
瘧疾	nüèjí
挪	nuó
挪用	nuóyòng
諾貝爾獎	Nuòbèi'ĕrJiǎng
諾言	nuòyán
懦弱	nuòruò
*糯米	nuòmǐ
哦	ó
哦	ò
鷗	ōu
偶而	ŏu'ér
*偶像	ŏuxiàng
偶遇	ŏuyù
爬山	páshān
爬行	páxíng
帕	pà
拍案叫絕	pāi'ànjiàojué
拍板	pāibǎn
拍打	pāi·da
*拍賣	pāimài
拍手	pāishŏu
*拍照	pāizhào
*徘徊	páihuái
排場	pái·chǎng
排骨	páigŭ
排行	páiháng
排行榜	páihángbǎng
排洪	páihóng
排解	páijiĕ
*排練	páiliàn
排量	páiliàng
*排列	páiliè
*排名	páimíng
排氣	páiqì
排球	páiqiú
排山倒海	páishāndǎohǎi
排水	páishuǐ
排外	páiwài
排位	páiwèi
排泄	páixiè
排泄物	páixièwù
排演	páiyǎn
排印	páiyìn
牌匾	páibiǎn
牌坊	pái·fāng
*牌照	páizhào
*派對	pàiduì
*派發	pàifā
派系	pàixì
派駐	pàizhù
攀爬	pānpá
攀山	pānshān
攀升	pānshēng
攀談	pāntán
攀越	pānyuè
盤踞	pánjù
盤繞	pánrào
盤算	pán·suan
*盤問	pánwèn
判詞	pàncí
判斷力	pànduànlì
判罰	pànfá
判決書	pànjuéshū
*判刑	pànxíng
判罪	pànzuì
叛	pàn
叛亂	pànluàn
叛逆	pànnì
畔	pàn
膀	pāng
旁邊	pángbiān
旁人	pángrén
旁聽	pángtīng
旁證	pángzhèng
徬徨	pánghuáng
螃蟹	pángxiè
龐	páng
龐然大物	pángrándàwù
拋錨	pāomáo
拋售	pāoshòu
咆哮	páoxiào
*炮製	páozhì
袍	páo
跑步	pǎobù
跑車	pǎochē
*跑馬	pǎomǎ
泡菜	pàocài
泡飯	pàofàn
*泡沫	pàomò
炮兵	pàobīng
炮轟	pàohōng
*炮台	pàotái
炮仗	pào·zhang
培	péi
培植	péizhí
陪伴	péibàn
陪襯	péichèn
*陪審團	péishĕntuán
*陪審員	péishĕnyuán
*陪同	péitóng
陪葬	péizàng
賠	péi
佩	pèi
佩戴	pèidài
*配備	pèibèi
配搭	pèidā
*配對	pèiduì
*配額	pèi'é
配給	pèijǐ
配件	pèijiàn
*配角	pèijué
*配料	pèiliào
*配偶	pèi'ŏu
配飾	pèishì
配售	pèishòu
配藥	pèiyào
配音	pèiyīn
配樂	pèiyuè
配製	pèizhì
噴泉	pēnquán
噴水池	pēnshuǐchí
噴嚏	pēn·tì
噴霧	pēnwù
盆栽	pénzāi
盆子	pén·zi
抨擊	pēngjī
怦然心動	pēngránxīndòng
烹	pēng
*烹飪	pēngrèn
*烹調	pēngtiáo
烹製	pēngzhì
烹煮	pēngzhŭ
蓬	péng
篷	péng
澎湃	péngpài
捧場	pĕngchǎng
捧腹	pĕngfù
碰面	pèngmiàn
碰巧	pèngqiǎo
碰頭	pèngtóu
碰運氣	pèngyùnqi
碰撞	pèngzhuàng
披甲	pījiǎ
*披露	pīlù
批發價	pīfājià
批註	pīzhù
皮層	pícéng
皮蛋	pídàn
*皮膚癌	pífū'ái
皮球	píqiú
皮箱	píxiāng
皮鞋	píxié
疲	pí
疲憊	píbèi
疲累	pílèi
疲弱	píruò
枇杷	pí·pá
毗連	pílián
*毗鄰	pílín
琵琶	pí·pá
脾臟	pízàng
匹配	pǐpèi
癖	pǐ
癖好	pǐhào
屁	pì
媲美	pìmĕi
譬喻	pìyù
闢	pì
偏愛	piān'ài
偏方	piānfāng
偏好	piānhào
偏激	piānjī
偏離	piānlí
偏頗	piānpō
偏食	piānshí
偏遠	piānyuǎn
偏執	piānzhí
偏重	piānzhòng
*篇幅	piān·fú
篇章	piānzhāng
翩翩起舞	piānpiānqǐwŭ
片場	piànchǎng
片酬	piànchóu
*片段	piànduàn
片斷	piànduàn
騙取	piànqŭ
騙子	piàn·zi
漂	piāo
漂泊	piāobó
*漂浮	piāofú
漂流	piāoliú
漂移	piāoyí
飄蕩	piāodàng
飄動	piāodòng
飄浮	piāofú
飄忽	piāohū
飄落	piāoluò
飄散	piāosàn
瓢	piáo
漂	piǎo
漂白	piǎobái
*票房	piàofáng
*票價	piàojià
*票據	piàojù
瞥	piē
瞥見	piējiàn
拼	pīn
拼搏	pīnbó
拼湊	pīncòu
拼合	pīnhé
拼盤	pīnpán
拼圖	pīntú
拼寫	pīnxiĕ
拼音	pīnyīn
貧血	pínxuè
頻	pín
頻道	píndào
*品嘗	pǐncháng
品類	pǐnlèi
品格	pǐngé
*品牌	pǐnpái
品評	pǐnpíng
品性	pǐnxìng
*品味	pǐnwèi
聘	pìn
聘書	pìnshū
*聘請	pìnqǐng
*聘用	pìnyòng
平常心	píngchángxīn
平淡	píngdàn
平底鍋	píngdǐguō
平地	píngdì
平反	píngfǎn
平方	píngfāng
平房	píngfáng
平復	píngfù
平和	pínghé
平滑	pínghuá
平緩	pínghuǎn
平價	píngjià
平民化	píngmínhuà
平實	píngshí
平手	píngshŏu
*平台	píngtái
平息	píngxī
平心靜氣	píngxīnjìngqì
平易近人	píngyìjìnrén
平庸	píngyōng
平仄	píngzè
坪	píng
屏風	píngfēng
*評分	píngfēn
*評級	píngjí
評鑒	pingjiàn
評判	píngpàn
*評審	píngshĕn
評述	píngshù
評說	píngshuō
評委	píngwĕi
評議	píngyì
評語	píngyŭ
憑弔	píngdiào
憑空	pingkōng
泊	pō
潑	pō
潑辣	pō·là
迫不得已	pòbùdéyǐ
迫不及待	pòbùjídài
破案	pò'àn
破格	pògé
破解	pòjiĕ
破例	pòlì
破門	pòmén
破滅	pòmiè
破損	pòsŭn
破天荒	pòtiānhuāng
破曉	pòxiǎo
破綻	pò·zhàn
魄	pò
魄力	pòlì
剖	pōu
剖析	pōuxī
撲鼻	pūbí
撲救	pūjiù
撲克	pūkè
撲空	pūkōng
撲朔迷離	pūshuòmílí
鋪陳	pūchén
鋪蓋	pūgài
鋪排	pū·pái
鋪天蓋地	pūtiāngàidì
*葡萄酒	pú·táojiŭ
僕	pú
圃	pŭ
普	pŭ
*普查	pŭchá
普度	pŭdù
*普羅	pŭluó
普通法	pŭtōngfǎ
普選	pŭxuǎn
普照	pŭzhào
譜寫	pŭxiĕ
樸實	pŭshí
樸拙	pŭzhuō
堡	pù
*瀑布	pùbù
曝曬	pùshài
沏	qī
沏茶	qīchá
戚	qī
悽楚	qīchŭ
棲息	qīxī
淒厲	qīlì
淒美	qīmĕi
淒迷	qīmí
漆器	qīqì
欺	qī
欺壓	qīyā
*欺詐	qīzhà
期盼	qīpàn
期許	qīxŭ
其貌不揚	qímàobùyáng
旗杆	qígān
旗鼓相當	qígŭxiāngdāng
旗艦	qíjiàn
旗開得勝	qíkāidéshèng
旗袍	qípáo
棋	qí
麒麟	qílín
*歧視	qíshì
奇詭	qíguǐ
奇幻	qíhuàn
奇景	qíjǐng
*奇妙	qímiào
奇謀	qímóu
奇趣	qíqù
奇遇	qíyù
崎嶇	qíqū
騎馬	qímǎ
祈	qí
祈禱	qídǎo
祈福	qífú
*祈求	qíqiú
齊備	qíbèi
齊心協力	qíxīnxiélì
臍帶	qídài
企鵝	qǐ'é
乞丐	qǐgài
豈止	qǐzhǐ
啟	qǐ
啟迪	qǐdí
*啟動	qǐdòng
啟航	qǐháng
啟蒙	qǐméng
*啟用	qǐyòng
*起步	qǐbù
起程	qǐchéng
起床	qǐchuáng
起火	qǐhuŏ
起勁	qǐjìn
起居	qǐjū
起落	qǐluò
起訴	qǐsù
起訴書	qǐsùshū
起因	qǐyīn
起眼	qǐyǎn
綺麗	qǐlì
迄	qì
迄今	qìjīn
汽	qì
汽水	qìshuǐ
氣喘	qìchuǎn
氣促	qìcù
氣袋	qìdài
氣墊	qìdiàn
氣度	qìdù
氣管	qìguǎn
氣節	qìjié
氣概	qìgài
氣餒	qìnĕi
氣派	qìpài
氣泡	qìpào
氣球	qìqiú
氣旋	qìxuán
氣韻	qìyùn
泣	qì
契	qì
契機	qìjī
棄權	qìquán
*棄置	qìzhì
器量	qìliàng
*器皿	qìmǐn
恰	qià
恰巧	qiàqiǎo
洽	qià
洽商	qiàshāng
千瘡百孔	qiānchuāngbǎikŏng
千錘百煉	qiānchuíbǎiliàn
千古	qiāngŭ
千金	qiānjīn
千篇一律	qiānpiānyīlǜ
千奇百怪	qiānqíbǎiguài
千絲萬縷	qiānsīwànlǚ
千萬	qiānwàn
牽動	qiāndòng
牽掛	qiānguà
牽連	qiānlián
牽強	qiānqiǎng
*牽涉	qiānshè
牽頭	qiāntóu
慳	qiān
遷就	qiānjiù
遷居	qiānjū
遷離	qiānlí
遷徙	qiānxǐ
謙卑	qiānbēi
簽	qiān
*簽發	qiānfā
*簽名	qiānmíng
*簽署	qiānshŭ
簽約	qiānyuē
*簽證	qiānzhèng
前端	qiánduān
*前鋒	qiánfēng
前夫	qiánfū
前妻	qiánqī
前任	qiánrèn
*前日	qiánrì
前生	qiánshēng
前世	qiánshì
前所未有	qiánsuŏwèiyŏu
前天	qiántiān
前衛	qiánwèi
前夕	qiánxī
前行	qiánxíng
前言	qiányán
前因後果	qiányīnhòuguŏ
前瞻	qiánzhān
*前者	qiánzhĕ
前奏	qiánzòu
虔誠	qiánchéng
乾	qián
乾坤	qiánkūn
錢包	qiánbāo
錢幣	qiánbì
錢財	qiáncái
潛伏	qiánfú
*潛能	qiánnéng
潛入	qiánrù
潛逃	qiántáo
潛艇	qiántǐng
潛心	qiánxīn
潛移默化	qiányímòhuà
潛意識	qiányìshí
*潛質	qiánzhì
淺白	qiǎnbái
淺薄	qiǎnbó
淺色	qiǎnsè
淺顯	qiǎnxiǎn
遣返	qiǎnfǎn
遣散	qiǎnsàn
*遣散費	qiǎnsànfèi
遣送	qiǎnsòng
*譴責	qiǎnzé
*欠缺	qiànquē
歉	qiàn
歉疚	qiànjiù
槍擊	qiāngjī
槍林彈雨	qiānglíndànyŭ
槍械	qiāngxiè
強健	qiángjiàn
*強勁	qiángjìng
強弱	qiángruò
強身	qiángshēn
強勢	qiángshì
強效	qiángxiào
強心針	qiángxīnzhēn
強硬	qiángyìng
強壯	qiángzhuàng
牆角	qiángjiǎo
牆紙	qiángzhǐ
搶購	qiǎnggòu
搶手	qiǎngshŏu
搶先	qiǎngxiān
搶眼	qiǎngyǎn
搶佔	qiǎngzhàn
悄悄話	qiāoqiāohuà
*敲擊	qiāojī
蹺	qiāo
蹺蹊	qiāo·qi
橋面	qiáomiàn
憔悴	qiáocuì
翹	qiáo
翹楚	qiáochŭ
巧奪天工	qiǎoduótiāngōng
巧合	qiǎohé
巧克力	qiǎokèlì
巧手	qiǎoshŏu
巧遇	qiǎoyù
悄然	qiǎorán
俏	qiào
俏麗	qiàolì
竅	qiào
竅門	qiàomén
翹	qiào
切除	qiēchú
切磋	qiēcuō
切割	qiēgē
切口	qiēkŏu
切片	qiēpiàn
切線	qiēxiàn
茄	qié
*茄子	qié·zi
*切合	qièhé
切忌	qièjì
切身	qièshēn
怯	qiè
怯懦	qiènuò
愜意	qièyì
鍥而不捨	qiè'érbùshĕ
竊	qiè
竊竊私語	qièqièsīyŭ
侵奪	qīnduó
侵擾	qīnrǎo
侵吞	qīntūn
親近	qīnjìn
*親臨	qīnlín
親昵	qīnnì
親情	qīnqíng
親善	qīnshàn
*親身	qīnshēn
親王	qīnwáng
親吻	qīnwĕn
親信	qīnxìn
*親子	qīnzǐ
芹	qín
芹菜	qíncài
禽	qín
*禽鳥	qínniǎo
*禽畜	qínchù
勤快	qín·kuai
勤勉	qínmiǎn
寢	qǐn
寢室	qǐnshì
沁	qìn
沁人心脾	qìnrénxīnpí
青春期	qīngchūnqī
青蔥	qīngcōng
青翠	qīngcuì
青睞	qīnglài
青梅竹馬	qīngméizhúmǎ
*青銅	qīngtóng
青雲	qīngyún
清白	qīngbái
清澈	qīngchè
清純	qīngchún
清脆	qīngcuì
*清單	qīngdān
*清淡	qīngdàn
清風	qīngfēng
清還	qīnghuán
清潔劑	qīngjiéjì
清靜	qīngjìng
清涼	qīngliáng
清亮	qīngliàng
清明	qīngmíng
清明節	Qīngmíngjié
*清盤	qīngpán
清貧	qīngpín
清爽	qīngshuǎng
*清算	qīngsuàn
清洗	qīngxǐ
*清香	qīngxiāng
*清新	qīngxīn
清雅	qīngyǎ
清幽	qīngyōu
清早	qīngzǎo
清真寺	qīngzhēnsì
清賬	qīngzhàng
清蒸	qīngzhēng
蜻蜓	qīngtíng
卿	qīng
傾倒	qīngdǎo
傾倒	qīngdào
傾力	qīnglì
傾慕	qīngmù
傾盆	qīngpén
傾情	qīngqíng
傾訴	qīngsù
傾談	qīngtán
*傾銷	qīngxiāo
*傾瀉	qīngxiè
傾軋	qīngyà
輕薄	qīngbó
輕而易舉	qīng'éryìjŭ
輕巧	qīng·qiǎo
輕柔	qīngróu
輕生	qīngshēng
輕佻	qīngtiāo
輕盈	qīngyíng
情不自禁	qíngbùzìjīn
情敵	qíngdí
情調	qíngdiào
*情歌	qínggē
*情懷	qínghuái
情結	qíngjié
*情侶	qínglǚ
*情人	qíngrén
情人節	Qíngrénjié
情勢	qíngshì
情書	qíngshū
情態	qíngtài
情投意合	qíngtóuyìhé
情意	qíngyì
情義	qíngyì
情誼	qíngyì
情慾	qíngyù
情緣	qíngyuán
情願	qíngyuàn
情韻	qíngyùn
晴	qíng
晴空	qíngkōng
擎	qíng
擎天	qíngtiān
請假	qǐngjià
請柬	qǐngjiǎn
*請教	qǐngjiào
請客	qǐngkè
請求	qǐngqiú
請願	qǐngyuàn
慶	qìng
*慶典	qìngdiǎn
慶幸	qìngxìng
穹蒼	qióngcāng
窮困	qióngkùn
丘陵	qiūlíng
蚯蚓	qiūyǐn
秋高氣爽	qiūgāoqìshuǎng
仇	Qiú
囚	qiú
*囚犯	qiúfàn
囚禁	qiújìn
求愛	qiú'ài
求教	qiújiào
求情	qiúqíng
求生	qiúshēng
*求診	qiúzhĕn
求知	qiúzhī
*求職	qiúzhí
*求助	qiúzhù
球場	qiúchǎng
球技	qiújì
*球迷	qiúmí
球拍	qiúpāi
*球賽	qiúsài
球手	qiúshŏu
球壇	qiútán
球鞋	qiúxié
球衣	qiúyī
球員	qiúyuán
曲尺	qūchǐ
屈	qū
屈就	qūjiù
區旗	qūqí
軀	qū
軀幹	qūgàn
軀體	qūtǐ
驅車	qūchē
驅除	qūchú
驅動	qūdòng
驅趕	qūgǎn
驅使	qūshǐ
趨之若鶩	qūzhīruòwù
曲調	qŭdiào
曲高和寡	qŭgāohèguǎ
*曲目	qŭmù
曲藝	qŭyì
曲終人散	qŭzhōngrénsàn
曲子	qŭ·zi
取材	qŭcái
取長補短	qŭchángbŭduǎn
取締	qŭdì
取而代之	qŭ'érdàizhī
取經	qŭjīng
取景	qŭjǐng
取名	qŭmíng
取巧	qŭqiǎo
取捨	qŭshĕ
取勝	qŭshèng
*取向	qŭxiàng
取笑	qŭxiào
取悅	qŭyuè
去路	qùlù
去聲	qùshēng
去向	qùxiàng
趣	qù
趣事	qùshì
*全程	quánchéng
*全都	quándōu
*全方位	quánfāngwèi
*全力	quánlì
全力以赴	quánlìyǐfù
全貌	quánmào
全面	quánmiàn
全盤	quánpán
*全球化	quánqiúhuà
全然	quánrán
*全日制	quánrìzhì
全神貫注	quánshénguànzhù
全盛	quánshèng
*全數	quánshù
全天候	quántiānhòu
全文	quánwén
全心全意	quánxīnquányì
*全新	quánxīn
*全職	quánzhí
全自動	quánzìdòng
痊愈	quányù
詮釋	quánshì
泉水	quánshuǐ
泉源	quányuán
拳擊	quánjī
拳腳	quánjiǎo
權貴	quánguì
權衡	quánhéng
權謀	quánmóu
權術	quánshù
權宜	quányí
權責	quánzé
*犬	quǎn
券	quàn
勸勉	quànmiǎn
勸諭	quànyù
缺憾	quēhàn
*缺席	quēxí
缺陣	quēzhèn
卻步	quèbù
雀	què
雀斑	quèbān
雀躍	quèyuè
裙	qún
裙擺	qúnbǎi
裙帶	qúndài
裙子	qún·zi
群策群力	qúncèqúnlì
燃點	rándiǎn
燃眉之急	ránméizhījí
*染病	rǎnbìng
染指	rǎnzhǐ
讓座	ràngzuò
饒	ráo
擾	rǎo
擾攘	rǎorǎng
繞道	ràodào
繞口令	ràokŏulìng
惹火	rĕhuŏ
熱忱	rèchén
*熱誠	rèchéng
熱帶雨林	rèdàiyŭlín
*熱點	rèdiǎn
熱度	rèdù
熱辣辣	rèlālā
熱力	rèlì
*熱門	rèmén
熱氣	rèqì
熱切	rèqiè
熱身	rèshēn
熱騰騰	rètēngtēng
*熱線	rèxiàn
熱血	rèxuè
熱飲	rèyǐn
人本	rénbĕn
人潮	réncháo
*人稱	rénchēng
人次	réncì
*人和	rénhé
人跡	rénjì
人際	rénjì
人傑地靈	rénjiédìlíng
*人流	rénliú
人名	rénmíng
人氣	rénqì
人情	rénqíng
人情味	rénqíngwèi
*人權	rénquán
人山人海	rénshānrénhǎi
人世	rénshì
人文	rénwén
人行道	rénxíngdào
*人選	rénxuǎn
人煙	rényān
人緣	rényuán
人中	rénzhōng
人種	rénzhŏng
仁愛	rén'ài
忍氣吞聲	rĕnqìtūnshēng
忍辱	rĕnrŭ
忍無可忍	rĕnwúkĕrĕn
忍心	rĕnxīn
刃	rèn
韌	rèn
韌帶	rèndài
*任教	rènjiào
任勞任怨	rènláorènyuàn
任免	rènmiǎn
*任期	rènqī
任用	rènyòng
*任職	rènzhí
任重道遠	rènzhòngdàoyuǎn
認錯	rèncuò
*認購	rèngòu
認領	rènlǐng
認輸	rènshū
*認同	rèntóng
*認證	rènzhèng
*認知	rènzhī
日常	rìcháng
日光	rìguāng
日光燈	rìguāngdēng
日光浴	rìguāngyù
*日後	rìhòu
日積月累	rìjīyuèlĕi
*日間	rìjiān
*日漸	rìjiàn
日上三竿	rìshàngsāngān
日新月異	rìxīnyuèyì
日以繼夜	rìyǐjìyè
日照	rìzhào
容貌	róngmào
*容許	róngxŭ
溶洞	róngdòng
榮	róng
*榮獲	rónghuò
*榮幸	róngxìng
榮耀	róngyào
榮膺	róngyīng
融	róng
融和	rónghé
融會貫通	rónghuìguàntōng
*融入	róngrù
*融資	róngzī
冗長	rŏngcháng
柔	róu
柔美	róumĕi
柔情	róuqíng
柔韌	róurèn
柔弱	róuruò
柔順	róushùn
糅合	róuhé
蹂躪	róulìn
肉麻	ròumá
肉眼	ròuyǎn
*肉質	ròuzhì
*如常	rúcháng
如癡如醉	rúchīrúzuì
如火如荼	rúhuŏrútú
如期	rúqī
如實	rúshí
如釋重負	rúshìzhòngfù
如意	rúyì
如願	rúyuàn
儒	rú
儒學	rúxué
儒雅	rúyǎ
乳房	rŭfáng
乳酪	rŭlào
乳酸菌	rŭsuānjūn
乳糖	rŭtáng
乳豬	rŭzhū
辱	rŭ
入場券	rùchǎngquàn
*入股	rùgŭ
入夥	rùhuŏ
*入境	rùjìng
*入口	rùkŏu
*入門	rùmén
入睡	rùshuì
入圍	rùwéi
入伍	rùwŭ
入鄉隨俗	rùxiāngsuísú
入選	rùxuǎn
入夜	rùyè
*入賬	rùzhàng
入座	rùzuò
軟骨	ruǎngŭ
軟和	ruǎn·huo
蕊	ruǐ
銳	ruì
銳不可當	ruìbùkĕdāng
銳意	ruìyì
睿智	ruìzhì
閏	rùn
閏月	rùnyuè
潤	rùn
潤澤	rùnzé
若無其事	ruòwúqíshì
偌大	ruòdà
弱視	ruòshì
*弱勢	ruòshì
弱智	ruòzhì
撒嬌	sājiāo
灑落	sǎluò
塞外	Sàiwài
塞翁失馬	sàiwēngshīmǎ
賽車	sàichē
*賽馬	sàimǎ
賽跑	sàipǎo
*賽事	sàishì
賽制	sàizhì
三思	sānsī
散漫	sǎnmàn
散裝	sǎnzhuāng
散播	sànbō
散場	sànchǎng
散亂	sànluàn
散落	sànluò
散失	sànshī
桑	sāng
桑拿	sāngná
喪禮	sānglǐ
嗓	sǎng
嗓門兒	sǎngménr
嗓音	sǎngyīn
喪生	sàngshēng
搔	sāo
騷	sāo
騷動	sāodòng
騷亂	sāoluàn
騷擾	sāorǎo
嫂	sǎo
掃除	sǎochú
掃描	sǎomiáo
掃墓	sǎomù
掃地	sǎodì
掃興	sǎoxìng
掃帚	sào·zhou
色調	sèdiào
色盲	sèmáng
色情	sèqíng
色素	sèsù
色相	sèxiàng
*色澤	sèzé
瑟	sè
瑟縮	sèsuō
澀	sè
僧多粥少	sēngduōzhōushǎo
沙場	shāchǎng
沙鍋	shāguō
沙龍	shālóng
沙嗓子	shāsǎng·zi
沙啞	shāyǎ
砂糖	shātáng
鯊魚	shāyú
剎	shā
剎車	shāchē
殺蟲劑	shāchóngjì
殺價	shājià
殺戮	shālù
殺傷	shāshāng
殺傷力	shāshānglì
煞	shā
煞車	shāchē
霎時	shàshí
煞	shà
篩	shāi
篩選	shāixuǎn
山城	shānchéng
山川	shānchuān
山村	shāncūn
山洞	shāndòng
山火	shānhuŏ
山巒	shānluán
*山坡	shānpō
山清水秀	shānqīngshuǐxiù
山丘	shānqiū
山水畫	shānshuǐhuà
山野	shānyĕ
山楂	shānzhā
舢舨	shānbǎn
刪除	shānchú
刪減	shānjiǎn
*珊瑚	shānhú
珊瑚礁	shānhújiāo
煽動	shāndòng
煽情	shānqíng
閃避	shǎnbì
閃動	shǎndòng
閃亮	shǎnliàng
訕笑	shànxiào
善本	shànbĕn
善惡	shàn'è
善後	shànhòu
善舉	shànjŭ
善款	shànkuǎn
善心	shànxīn
*善信	shànxìn
膳	shàn
*膳食	shànshí
*擅長	shàncháng
擅用	shànyòng
禪	shàn
贍養	shànyǎng
商場	shāngchǎng
商船	shāngchuán
商販	shāngfàn
*商號	shānghào
*商戶	shānghù
*商會	shānghuì
*商機	shāngjī
商家	shāngjiā
商界	shāngjiè
商旅	shānglǚ
*商貿	shāngmào
*商廈	shāngshà
商談	shāngtán
*商務	shāngwù
商譽	shāngyù
傷悲	shāngbēi
*傷殘	shāngcán
傷風	shāngfēng
傷感	shānggǎn
傷痕	shānghén
傷腦筋	shāngnǎojīn
傷勢	shāngshì
傷痛	shāngtòng
*傷亡	shāngwáng
傷癒	shāngyù
上聲	shǎngshēng
賞光	shǎngguāng
賞臉	shǎngliǎn
賞識	shǎngshí
賞析	shǎngxī
賞心悅目	shǎngxīnyuèmù
上岸	shàng'àn
上場	shàngchǎng
上乘	shàngchéng
上等	shàngdĕng
上調	shàngdiào
上火	shànghuŏ
上進	shàngjìn
上流	shàngliú
上馬	shàngmǎ
上門	shàngmén
上身	shàngshēn
上司	shàng·si
上天	shàngtiān
上調	shàngtiáo
*上限	shàngxiàn
*上演	shàngyǎn
上揚	shàngyáng
上癮	shàngyǐn
上映	shàngyìng
*上陣	shàngzhèn
上肢	shàngzhī
燒毀	shāohuǐ
*燒烤	shāokǎo
燒賣	shāo·mai
